genome,MAG_ID,cluster,score
3300044680_55.fna,3300044680_55,3968_1,64.76087873
3300045784_7.fna,3300045784_7,3969_1,77.93556601587572
3300050346_7.fna,3300050346_7,3970_1,77.57544148982335
3300050349_68.fna,3300050349_68,3971_0,66.86546783
3300045949_8.fna,3300045949_8,3972_0,79.08881056893196
3300046478_54.fna,3300046478_54,3973_0,64.28718943494745
3300045791_6.fna,3300045791_6,3974_1,89.72486542488151
3300048813_22.fna,3300048813_22,3975_0,80.80824536239716
3300048812_6.fna,3300048812_6,3976_0,65.54839985204082
3300050127_17.fna,3300050127_17,3977_0,84.86736568833798
3300064038_21.fna,3300064038_21,3978_0,89.71939725
3300054730_30.fna,3300054730_30,3979_1,95.11455723
3300082211_104.fna,3300082211_104,3980_0,100.48606414128317
3300055072_56.fna,3300055072_56,3981_0,64.71199346
3300077730_62.fna,3300077730_62,3982_1,77.91812466139156
3300046656_19.fna,3300046656_19,3983_0,84.65566382888056
3300078307_4.fna,3300078307_4,3984_1,73.11093062199413
3300064040_86.fna,3300064040_86,3985_0,86.97630715318263
3300079101_84.fna,3300079101_84,3986_0,88.46563210469685
3300044713_16.fna,3300044713_16,3987_0,51.80921301
3300078425_47.fna,3300078425_47,3988_0,88.14951397176293
3300050192_49.fna,3300050192_49,3989_1,99.03823131236712
3300050346_27.fna,3300050346_27,3990_0,81.01277840040335
3300050346_30.fna,3300050346_30,3991_0,33.02488128845145
3300079560_39.fna,3300079560_39,3992_0,81.78656594864997
3300064109_14.fna,3300064109_14,3993_0,92.09159345932653
3300079560_128.fna,3300079560_128,3994_0,97.45479949398657
3300050350_57.fna,3300050350_57,3995_0,70.90704154
3300076650_23.fna,3300076650_23,3996_0,91.02033713053653
3300081829_8.fna,3300081829_8,3997_0,80.66455129964837
3300079400_16.fna,3300079400_16,3998_0,83.04977618603509
3300078761_77.fna,3300078761_77,3999_1,93.54433078259012
3300079526_47.fna,3300079526_47,4000_0,94.19641813
3300050349_5.fna,3300050349_5,4001_1,100.8890833408971
3300081829_90.fna,3300081829_90,4002_0,70.24823918405355
3300048810_48.fna,3300048810_48,4003_1,90.00256841225801
3300054965_5.fna,3300054965_5,4004_1,94.58710603494293
3300081831_9.fna,3300081831_9,4005_0,85.85887245670587
3300063031_51.fna,3300063031_51,4006_0,59.26423022750801
3300082215_33.fna,3300082215_33,4007_0,37.64538791
3300063174_43.fna,3300063174_43,4008_0,56.78208713303677
3300046478_73.fna,3300046478_73,4009_1,68.970866
3300048815_30.fna,3300048815_30,4009_2,64.69107716261553
3300081511_22.fna,3300081511_22,4010_0,85.74250330283029
3300062846_28.fna,3300062846_28,4011_0,61.78847907628046
3300062847_41.fna,3300062847_41,4012_0,85.71852314339701
3300082196_5.fna,3300082196_5,4013_0,58.90073190472787
3300062843_28.fna,3300062843_28,4014_1,80.29382267181741
3300055278_65.fna,3300055278_65,4015_0,72.18112332737184
3300082525_16.fna,3300082525_16,4016_0,86.12411678586083
3300050130_23.fna,3300050130_23,4017_1,86.57119279252285
3300050017_9.fna,3300050017_9,4018_0,82.89183191892712
3300050119_30.fna,3300050119_30,4019_0,65.71381985
3300080032_119.fna,3300080032_119,4020_0,44.58829878816184
3300048823_21.fna,3300048823_21,4021_0,55.67502535807383
3300080097_51.fna,3300080097_51,4022_0,85.12290657033768
3300082225_168.fna,3300082225_168,4023_0,60.50943343157545
3300062791_50.fna,3300062791_50,4024_0,55.377756347474566
3300082265_38.fna,3300082265_38,4025_0,88.72560543629855
3300082193_74.fna,3300082193_74,4026_0,60.024502700471544
3300048810_29.fna,3300048810_29,4027_1,79.01052648190773
3300048818_48.fna,3300048818_48,4027_2,72.80031194575645
3300052304_29.fna,3300052304_29,4028_0,31.77328668281029
3300062848_39.fna,3300062848_39,4029_0,59.74586104549885
3300075492_67.fna,3300075492_67,4030_0,77.82085131547657
3300064109_31.fna,3300064109_31,4031_0,51.88623434555693
3300078716_27.fna,3300078716_27,4032_0,85.69985963280587
3300046788_41.fna,3300046788_41,4033_0,60.90261171242907
3300054730_8.fna,3300054730_8,4034_1,95.62636507
3300060645_38.fna,3300060645_38,4035_1,91.89656777525222
3300062625_56.fna,3300062625_56,4036_1,87.90136779120489
3300049000_5.fna,3300049000_5,4037_0,88.59519905182638
3300062845_37.fna,3300062845_37,4038_0,93.2574312
3300044682_26.fna,3300044682_26,4039_0,72.95656374255285
3300048822_11.fna,3300048822_11,4040_0,63.50167946993328
3300055047_3.fna,3300055047_3,4041_0,90.04052676541667
3300063017_103.fna,3300063017_103,4042_0,82.38774674
3300076634_89.fna,3300076634_89,4043_1,83.25242591
3300077553_5.fna,3300077553_5,4044_0,42.366430207976066
3300077333_58.fna,3300077333_58,4045_0,53.785143304201775
3300044822_71.fna,3300044822_71,4046_0,70.82006912886169
3300054962_79.fna,3300054962_79,4047_0,85.01210534171811
3300060656_69.fna,3300060656_69,4048_0,87.94805683317945
3300064044_98.fna,3300064044_98,4049_0,74.92414717547004
3300060351_37.fna,3300060351_37,4050_1,80.61943152899305
3300066613_90.fna,3300066613_90,4051_0,52.814825604396695
3300046516_30.fna,3300046516_30,4052_1,81.02745165514662
3300048793_29.fna,3300048793_29,4053_1,80.69750797603395
3300080028_23.fna,3300080028_23,4054_0,79.96188063030414
3300064043_13.fna,3300064043_13,4055_0,66.01253059748467
3300081829_51.fna,3300081829_51,4056_0,66.28734793595484
3300043661_30.fna,3300043661_30,4057_0,98.70223215115979
3300062827_31.fna,3300062827_31,4058_0,89.91888041
3300048813_31.fna,3300048813_31,4059_1,87.59176322701025
3300044679_37.fna,3300044679_37,4060_0,60.22216653
3300056876_53.fna,3300056876_53,4061_0,77.44220819359926
3300079101_28.fna,3300079101_28,4062_0,69.90018527255879
3300081823_8.fna,3300081823_8,4063_0,82.20859234
3300049590_49.fna,3300049590_49,4064_1,83.61066526469092
3300055239_74.fna,3300055239_74,4065_0,28.895069693712678
3300077738_103.fna,3300077738_103,4066_0,69.51000215340416
3300043538_4.fna,3300043538_4,4067_0,72.24078951
3300050221_11.fna,3300050221_11,4068_1,96.42248705875524
3300059598_92.fna,3300059598_92,4069_0,75.12040181245588
3300066659_104.fna,3300066659_104,4070_0,87.81588582050794
3300077816_67.fna,3300077816_67,4071_0,66.43432871607065
3300078580_7.fna,3300078580_7,4072_0,79.82704850189705
3300064033_19.fna,3300064033_19,4073_0,100.60291949132437
3300036793_7.fna,3300036793_7,4074_0,74.7919648
3300046718_61.fna,3300046718_61,4075_1,75.06101129834586
3300045120_24.fna,3300045120_24,4076_0,66.5224631
3300044813_14.fna,3300044813_14,4077_0,72.83963398
3300054730_2.fna,3300054730_2,4078_1,89.41481168620898
3300054730_29.fna,3300054730_29,4078_2,65.76834337780008
3300054967_64.fna,3300054967_64,4079_0,95.43771142976257
3300059576_28.fna,3300059576_28,4080_0,61.12843088424533
3300054680_103.fna,3300054680_103,4081_1,85.13878664792259
3300044800_24.fna,3300044800_24,4082_1,94.65244709095006
3300061537_72.fna,3300061537_72,4083_0,78.53157941697543
3300014498_10.fna,3300014498_10,4084_0,70.16419477092353
3300060895_39.fna,3300060895_39,4085_0,62.01723778390193
3300076618_45.fna,3300076618_45,4086_0,82.75530535
3300054730_42.fna,3300054730_42,4087_1,98.10942351179098
3300037243_8.fna,3300037243_8,4088_0,77.15854184803327
3300079305_46.fna,3300079305_46,4089_0,67.28795506821525
3300082201_16.fna,3300082201_16,4090_0,68.74349787860471
3300044529_27.fna,3300044529_27,4091_0,43.08845592041301
3300056868_57.fna,3300056868_57,4092_0,48.89589208862875
3300044797_46.fna,3300044797_46,4093_1,88.35404217767149
3300063173_12.fna,3300063173_12,4093_2,73.73122067723594
3300048794_8.fna,3300048794_8,4093_3,63.20795512019137
3300048790_18.fna,3300048790_18,4094_0,79.98592833359794
3300046714_31.fna,3300046714_31,4095_0,70.4281303
3300036773_6.fna,3300036773_6,4096_0,72.58170500784011
3300061638_42.fna,3300061638_42,4097_0,86.69780228832144
3300077553_65.fna,3300077553_65,4098_0,80.64580197700239
3300036827_7.fna,3300036827_7,4099_0,67.89372425012498
3300044697_8.fna,3300044697_8,4100_0,89.40526579672154
3300061639_2.fna,3300061639_2,4101_0,69.71278495477168
3300056673_291.fna,3300056673_291,4102_0,99.15154454010066
3300064045_80.fna,3300064045_80,4103_0,88.21240557412241
3300012909_1.fna,3300012909_1,4104_0,78.18732159937763
3300036805_10.fna,3300036805_10,4105_0,71.76982811265967
3300057047_64.fna,3300057047_64,4106_1,68.75699091861969
3300057014_54.fna,3300057014_54,4107_1,78.73666126527954
3300057040_114.fna,3300057040_114,4108_0,76.34835326
3300060730_6.fna,3300060730_6,4109_0,61.855545613233865
3300079548_31.fna,3300079548_31,4110_0,67.68243106952421
3300044684_12.fna,3300044684_12,4111_1,91.61685052
3300049822_12.fna,3300049822_12,4112_0,63.88327411231781
3300054986_65.fna,3300054986_65,4113_0,99.95774245744585
3300055024_110.fna,3300055024_110,4114_1,90.56674332367673
3300057048_110.fna,3300057048_110,4114_2,74.72980204952195
3300073847_37.fna,3300073847_37,4115_0,75.32354437253716
3300056815_27.fna,3300056815_27,4116_1,82.97973867175982
3300077553_102.fna,3300077553_102,4117_0,62.40888374519103
3300079560_35.fna,3300079560_35,4118_0,91.14336025388798
3300078436_47.fna,3300078436_47,4119_0,92.29762478756543
3300050033_74.fna,3300050033_74,4120_1,78.24760998
3300076763_160.fna,3300076763_160,4121_1,82.17043557
3300077500_43.fna,3300077500_43,4122_0,93.22152302
3300077518_79.fna,3300077518_79,4123_0,69.71583056
3300054680_56.fna,3300054680_56,4124_0,77.63499030295478
3300080097_36.fna,3300080097_36,4125_0,33.21091118837609
3300079548_88.fna,3300079548_88,4126_0,65.99708251376018
3300080028_141.fna,3300080028_141,4127_0,72.31083594360426
3300077745_22.fna,3300077745_22,4128_0,52.60490490289269
3300077660_11.fna,3300077660_11,4129_0,72.38611056017483
3300081826_69.fna,3300081826_69,4130_0,74.33812065
3300045003_14.fna,3300045003_14,4131_0,74.66495366496797
3300054967_3.fna,3300054967_3,4132_0,97.68163273856017
3300044718_30.fna,3300044718_30,4133_0,62.85111105225385
3300047634_2.fna,3300047634_2,4134_0,87.11108892903785
3300054967_68.fna,3300054967_68,4135_1,101.91274056236799
3300054984_57.fna,3300054984_57,4136_0,56.71412535733851
3300055024_41.fna,3300055024_41,4137_0,79.48979025699391
3300079101_64.fna,3300079101_64,4138_1,66.41956368522187
3300073873_4.fna,3300073873_4,4139_0,74.31042524904554
3300077094_5.fna,3300077094_5,4140_1,96.66722743882205
3300055239_96.fna,3300055239_96,4141_0,72.92263997345248
3300076031_26.fna,3300076031_26,4142_0,88.12642780373953
3300055239_85.fna,3300055239_85,4143_0,69.80866135710265
3300055239_104.fna,3300055239_104,4144_0,37.66078880552444
3300050023_42.fna,3300050023_42,4145_1,51.82762649263937
3300044800_5.fna,3300044800_5,4145_2,65.21230266935737
3300044904_79.fna,3300044904_79,4145_3,65.62440202
3300055024_96.fna,3300055024_96,4146_1,79.71816916482639
3300017931_13.fna,3300017931_13,4147_1,79.10264251221467
3300056887_111.fna,3300056887_111,4147_2,93.22844717345563
3300044799_58.fna,3300044799_58,4147_3,52.607092216711614
3300061641_143.fna,3300061641_143,4148_0,73.19504729719334
3300082262_11.fna,3300082262_11,4149_0,55.86306833584589
3300056973_16.fna,3300056973_16,4150_1,72.23817656410115
3300044712_89.fna,3300044712_89,4151_0,30.560019617743666
3300045282_19.fna,3300045282_19,4152_1,70.79081377
3300062768_48.fna,3300062768_48,4153_0,52.738027174775524
3300079545_20.fna,3300079545_20,4154_0,52.36641438345041
3300057049_46.fna,3300057049_46,4155_1,75.83547166935186
3300031565_17.fna,3300031565_17,4156_1,69.37819062163288
3300076621_58.fna,3300076621_58,4157_0,72.88904292426054
3300082513_19.fna,3300082513_19,4158_1,86.58646857016446
3300082287_24.fna,3300082287_24,4159_0,66.91571090853252
3300050034_21.fna,3300050034_21,4160_1,84.07890877652166
3300054703_19.fna,3300054703_19,4161_0,88.9768141
3300048794_46.fna,3300048794_46,4162_0,78.82929265808802
3300081828_63.fna,3300081828_63,4163_0,46.360227306835704
3300079305_21.fna,3300079305_21,4164_0,57.98624191250027
3300082281_25.fna,3300082281_25,4165_1,47.05499442
3300082281_40.fna,3300082281_40,4165_2,74.46579890032575
3300043654_11.fna,3300043654_11,4166_0,81.89654544539714
3300045257_13.fna,3300045257_13,4167_0,99.41766543789674
3300059325_47.fna,3300059325_47,4168_0,76.08848974886585
3300059598_78.fna,3300059598_78,4169_0,73.39300295203802
3300044684_44.fna,3300044684_44,4170_0,59.32447664957796
3300081965_143.fna,3300081965_143,4171_0,84.79534487
3300056868_112.fna,3300056868_112,4172_0,91.05089922022357
3300056996_116.fna,3300056996_116,4173_0,85.58042600376682
3300046660_79.fna,3300046660_79,4174_0,48.14116269459534
3300055024_50.fna,3300055024_50,4175_0,83.06627120738575
3300033405_30.fna,3300033405_30,4176_0,80.89969878702593
3300057026_71.fna,3300057026_71,4177_0,62.07262405389069
3300037471_24.fna,3300037471_24,4178_0,93.43618716663285
3300055099_75.fna,3300055099_75,4179_0,82.78723197266063
3300079119_41.fna,3300079119_41,4180_0,99.13019780865994
3300079305_33.fna,3300079305_33,4181_0,101.14228866041027
3300077729_72.fna,3300077729_72,4182_1,99.95899488
3300060913_36.fna,3300060913_36,4183_0,69.73698930132588
3300055049_11.fna,3300055049_11,4184_0,83.86901916918528
3300055239_18.fna,3300055239_18,4185_0,73.48830913271371
3300060353_75.fna,3300060353_75,4186_0,79.82855048583191
3300054963_75.fna,3300054963_75,4187_0,48.930145808654665
3300054987_59.fna,3300054987_59,4188_0,96.37567242104925
3300054963_80.fna,3300054963_80,4189_0,97.44000548512444
3300082197_120.fna,3300082197_120,4190_0,77.22720979324609
3300065474_31.fna,3300065474_31,4191_0,36.751450270570146
3300062560_84.fna,3300062560_84,4192_1,85.68638278373636
3300045014_30.fna,3300045014_30,4193_1,81.65491080200692
3300055098_35.fna,3300055098_35,4194_0,57.96918637
3300054984_66.fna,3300054984_66,4195_0,92.95908072
3300079548_43.fna,3300079548_43,4196_0,88.46377445660247
3300082211_72.fna,3300082211_72,4197_0,68.98740943542386
3300075321_40.fna,3300075321_40,4198_0,75.03477105503244
3300075646_34.fna,3300075646_34,4199_0,55.55282615767753
3300061845_12.fna,3300061845_12,4200_0,69.16366047646137
3300055024_15.fna,3300055024_15,4201_1,96.61673444515564
3300048787_5.fna,3300048787_5,4202_1,85.97066566391129
3300079560_9.fna,3300079560_9,4203_0,80.26493426740323
3300082197_65.fna,3300082197_65,4204_0,79.07617437037257
3300079533_43.fna,3300079533_43,4205_0,97.51535350029773
3300048820_10.fna,3300048820_10,4206_1,65.44699576213792
3300079548_68.fna,3300079548_68,4207_1,88.46140552661635
3300048780_19.fna,3300048780_19,4208_1,75.07155532298849
3300046687_1.fna,3300046687_1,4208_2,63.83113561651979
3300050137_40.fna,3300050137_40,4209_1,98.04430653155633
3300050033_86.fna,3300050033_86,4209_2,82.72156294676259
3300050029_7.fna,3300050029_7,4209_3,93.03902667629563
3300050011_73.fna,3300050011_73,4209_4,86.23943551224477
3300076763_143.fna,3300076763_143,4210_0,60.61819802697144
3300054967_43.fna,3300054967_43,4211_0,94.60580749317019
3300054984_89.fna,3300054984_89,4212_0,101.75642427571506
3300082245_64.fna,3300082245_64,4213_1,85.63826526455942
3300081965_157.fna,3300081965_157,4214_0,83.17648658950297
3300050140_22.fna,3300050140_22,4215_1,98.90482729923794
3300082281_202.fna,3300082281_202,4215_2,32.200325634002176
3300054984_9.fna,3300054984_9,4216_0,88.57439338832259
3300054967_93.fna,3300054967_93,4217_1,86.11696436710902
3300048797_40.fna,3300048797_40,4218_1,97.29958134387196
3300045014_31.fna,3300045014_31,4219_1,82.36876131347445
3300082195_40.fna,3300082195_40,4220_0,87.71254105725255
3300054967_13.fna,3300054967_13,4221_0,83.04509524198515
3300054967_63.fna,3300054967_63,4222_0,94.57356765943415
3300042876_129.fna,3300042876_129,4223_1,93.34143454782962
3300075574_35.fna,3300075574_35,4224_0,89.62107803923755
3300056884_58.fna,3300056884_58,4225_0,87.76053119551352
3300075935_47.fna,3300075935_47,4226_0,67.08781129751081
3300054966_79.fna,3300054966_79,4227_0,76.07780400925894
3300079549_87.fna,3300079549_87,4228_0,53.72899836187091
3300080036_41.fna,3300080036_41,4229_0,88.57774521616953
3300046372_4.fna,3300046372_4,4230_1,84.39083016980713
3300054988_20.fna,3300054988_20,4231_1,97.74733665937926
3300073838_34.fna,3300073838_34,4232_0,85.35511489504698
3300050353_30.fna,3300050353_30,4233_1,66.37121807979564
3300062841_15.fna,3300062841_15,4234_1,72.95130636774931
3300078393_11.fna,3300078393_11,4234_2,75.44123111058431
3300052304_87.fna,3300052304_87,4235_0,51.75104527159732
3300078359_146.fna,3300078359_146,4236_1,78.55426819734821
3300078359_14.fna,3300078359_14,4236_2,97.65505396065188
3300078359_75.fna,3300078359_75,4237_0,81.33159904
3300082173_54.fna,3300082173_54,4238_0,41.73289611636477
3300050118_5.fna,3300050118_5,4239_1,65.79575501043263
3300063897_4.fna,3300063897_4,4240_1,87.56923935619612
3300077208_16.fna,3300077208_16,4241_0,56.32941965620716
3300066018_98.fna,3300066018_98,4242_0,37.523609614954005
3300081964_29.fna,3300081964_29,4243_0,79.32163174
3300076031_22.fna,3300076031_22,4244_1,101.94057643330046
3300060313_55.fna,3300060313_55,4245_0,61.85110327113854
3300062711_22.fna,3300062711_22,4246_0,53.47654218557182
3300045803_20.fna,3300045803_20,4247_1,96.27529218534039
3300048814_48.fna,3300048814_48,4247_2,78.24078165917875
3300050119_9.fna,3300050119_9,4248_0,41.451610367790984
3300050117_57.fna,3300050117_57,4249_1,78.07655360950307
3300046698_16.fna,3300046698_16,4250_1,94.10719589693339
3300050033_17.fna,3300050033_17,4251_0,83.58822251
3300080028_127.fna,3300080028_127,4252_0,78.46233499525022
3300044529_23.fna,3300044529_23,4253_0,38.84593961195735
3300050191_29.fna,3300050191_29,4254_0,57.48949755
3300050034_55.fna,3300050034_55,4255_1,96.75010028350806
3300048772_46.fna,3300048772_46,4256_1,79.28865228
3300044470_46.fna,3300044470_46,4256_2,81.41265169266666
3300056791_76.fna,3300056791_76,4257_1,99.29899883723715
3300048791_3.fna,3300048791_3,4257_2,94.96411143971935
3300048762_14.fna,3300048762_14,4257_3,68.23123054
3300056791_17.fna,3300056791_17,4258_1,100.90568214711548
3300050035_9.fna,3300050035_9,4258_2,82.70682050335837
3300048772_30.fna,3300048772_30,4259_0,83.03680495459464
3300048814_28.fna,3300048814_28,4260_0,77.10502570887961
3300079119_76.fna,3300079119_76,4261_0,46.089957705128995
3300044653_14.fna,3300044653_14,4262_0,68.02922541619317
3300082173_9.fna,3300082173_9,4263_0,67.08621562779437
3300076650_67.fna,3300076650_67,4264_0,92.73902481557857
3300048790_33.fna,3300048790_33,4265_0,56.31556027062902
3300077658_65.fna,3300077658_65,4266_0,52.91783057632972
3300064044_91.fna,3300064044_91,4267_0,89.80471605655858
3300066006_26.fna,3300066006_26,4268_0,75.02495245860544
3300064042_75.fna,3300064042_75,4269_1,96.89403520597608
3300050120_17.fna,3300050120_17,4270_0,101.7328001
3300050120_30.fna,3300050120_30,4271_0,91.64906774921262
3300079548_86.fna,3300079548_86,4272_0,101.06712713968126
3300081831_63.fna,3300081831_63,4273_0,96.40065595671238
3300082525_37.fna,3300082525_37,4274_0,88.72966354294833
3300082510_69.fna,3300082510_69,4275_0,78.53599513
3300060645_33.fna,3300060645_33,4276_0,84.65287319768912
3300060666_29.fna,3300060666_29,4277_0,87.12784933798072
3300077818_14.fna,3300077818_14,4278_0,67.42187145870783
3300062889_82.fna,3300062889_82,4279_0,62.42729169636636
3300079401_44.fna,3300079401_44,4280_0,57.47541265502748
3300043673_20.fna,3300043673_20,4281_1,95.78187963534211
3300044515_4.fna,3300044515_4,4282_0,60.00489303115847
3300076649_99.fna,3300076649_99,4283_0,76.30466175816075
3300064003_47.fna,3300064003_47,4284_1,76.62378126418284
3300044691_33.fna,3300044691_33,4284_2,87.11755191781334
3300064003_5.fna,3300064003_5,4285_1,94.72795870739068
3300064003_32.fna,3300064003_32,4286_0,81.32888041
3300077818_3.fna,3300077818_3,4287_0,76.76673371345268
3300077906_33.fna,3300077906_33,4288_1,84.81294807372286
3300064043_32.fna,3300064043_32,4289_0,40.21219577720514
3300078171_32.fna,3300078171_32,4290_1,76.09115680270082
3300043661_7.fna,3300043661_7,4291_0,82.92797754839408
3300078367_41.fna,3300078367_41,4292_0,86.84116111802146
3300044982_15.fna,3300044982_15,4293_0,87.42177287848028
3300077817_58.fna,3300077817_58,4294_0,95.35008901212255
3300076622_21.fna,3300076622_21,4295_1,91.05138561174607
3300052304_54.fna,3300052304_54,4296_0,72.78439110703427
3300061179_66.fna,3300061179_66,4297_0,83.45078648
3300056676_111.fna,3300056676_111,4298_1,94.84520506093259
3300064003_41.fna,3300064003_41,4299_1,30.812396008246115
3300064045_27.fna,3300064045_27,4299_2,85.51056348060364
3300066006_40.fna,3300066006_40,4300_0,84.10370002990273
3300066006_9.fna,3300066006_9,4301_0,97.10107602801429
3300046523_17.fna,3300046523_17,4302_0,80.95342877964426
3300064066_83.fna,3300064066_83,4303_0,86.53425896718568
3300052304_97.fna,3300052304_97,4304_0,31.31375425
3300060644_14.fna,3300060644_14,4305_0,48.02834356
3300061639_18.fna,3300061639_18,4306_0,99.21234822336321
3300079306_39.fna,3300079306_39,4307_0,77.36380247797807
3300044822_44.fna,3300044822_44,4308_0,54.56376185819272
3300079119_27.fna,3300079119_27,4309_0,81.71238265920115
3300060645_87.fna,3300060645_87,4310_0,66.03847827269517
3300064045_77.fna,3300064045_77,4311_0,76.07329286690971
3300050013_35.fna,3300050013_35,4312_0,83.85035638658431
3300079306_14.fna,3300079306_14,4313_0,92.04559272755611
3300048814_31.fna,3300048814_31,4314_1,93.99910976098153
3300056675_34.fna,3300056675_34,4315_1,97.60765915149133
3300078359_82.fna,3300078359_82,4316_0,81.5531423
3300056809_321.fna,3300056809_321,4317_0,53.70055506489672
3300061639_60.fna,3300061639_60,4318_0,65.22955630410685
3300078359_125.fna,3300078359_125,4319_0,41.10154792
3300075646_15.fna,3300075646_15,4320_0,75.19650059834237
3300056834_92.fna,3300056834_92,4321_1,82.54861842435767
3300048764_25.fna,3300048764_25,4321_2,61.559000555703754
3300062853_23.fna,3300062853_23,4322_0,72.67886434185571
3300048759_20.fna,3300048759_20,4323_1,100.58056868265258
3300050017_61.fna,3300050017_61,4324_1,95.76846930912876
3300050191_30.fna,3300050191_30,4325_1,93.18888352
3300056834_73.fna,3300056834_73,4326_1,102.11572181515481
3300050117_12.fna,3300050117_12,4326_2,96.19143176172302
3300050192_3.fna,3300050192_3,4327_0,42.044236419220184
3300054963_73.fna,3300054963_73,4328_1,96.44747865134988
3300050138_56.fna,3300050138_56,4329_1,86.49204363937523
3300055049_48.fna,3300055049_48,4330_0,81.09310871797304
3300055023_82.fna,3300055023_82,4331_0,96.58961091
3300055023_42.fna,3300055023_42,4332_0,69.81917504610531
3300054985_75.fna,3300054985_75,4333_1,98.69096920169548
3300054961_55.fna,3300054961_55,4334_0,95.52572224807197
3300054964_6.fna,3300054964_6,4335_0,82.82939184443734
3300077817_49.fna,3300077817_49,4336_1,93.84991681
3300077818_57.fna,3300077818_57,4336_2,66.72757666993425
3300063905_18.fna,3300063905_18,4337_0,71.82201328863273
3300075765_24.fna,3300075765_24,4338_0,95.18340935
3300063905_11.fna,3300063905_11,4339_0,87.98520860596481
3300056798_262.fna,3300056798_262,4340_1,93.26607269216204
3300044682_10.fna,3300044682_10,4341_0,84.43063872228294
3300062560_34.fna,3300062560_34,4342_1,73.06700521145191
3300081486_25.fna,3300081486_25,4343_1,86.53303484574717
3300078732_25.fna,3300078732_25,4344_0,88.24019405
3300056815_12.fna,3300056815_12,4345_1,89.90172761687654
3300064044_89.fna,3300064044_89,4346_0,32.16863769822702
3300077907_76.fna,3300077907_76,4347_0,69.19076948563463
3300077817_61.fna,3300077817_61,4348_0,77.43921701099893
3300056834_30.fna,3300056834_30,4349_0,81.86153630708044
3300049580_18.fna,3300049580_18,4350_1,91.61997746352382
3300046471_7.fna,3300046471_7,4351_0,71.78986564804934
3300046660_52.fna,3300046660_52,4352_0,79.49556450036364
3300047320_8.fna,3300047320_8,4353_0,81.54651221690924
3300047472_2.fna,3300047472_2,4354_0,85.76696300329291
3300080032_106.fna,3300080032_106,4355_0,58.271105567160106
3300038451_46.fna,3300038451_46,4356_1,72.46017040731223
3300045781_7.fna,3300045781_7,4357_1,92.64094045848952
3300062562_48.fna,3300062562_48,4358_0,73.31432238844391
3300064109_77.fna,3300064109_77,4359_0,37.42957892386964
3300052304_95.fna,3300052304_95,4360_0,53.058630516232704
3300030507_3.fna,3300030507_3,4361_1,50.66308445904141
3300050013_15.fna,3300050013_15,4362_0,89.55093768846992
3300056791_55.fna,3300056791_55,4363_0,73.13936046175114
3300046701_38.fna,3300046701_38,4364_1,98.14390505850757
3300055024_84.fna,3300055024_84,4365_0,85.40476289833559
3300051238_140.fna,3300051238_140,4366_0,75.60072623954359
3300055278_51.fna,3300055278_51,4367_0,81.59424083327778
3300062565_22.fna,3300062565_22,4368_0,83.82714033639805
3300054682_61.fna,3300054682_61,4369_0,79.52918634313279
3300054963_42.fna,3300054963_42,4370_0,83.39036485
3300055023_31.fna,3300055023_31,4371_0,96.8998374
3300055023_72.fna,3300055023_72,4372_0,97.03699816973909
3300054964_50.fna,3300054964_50,4373_0,78.75831904868983
3300064043_21.fna,3300064043_21,4374_0,70.68767988
3300050034_39.fna,3300050034_39,4375_0,85.27740192053461
3300045821_9.fna,3300045821_9,4376_1,92.00170880351662
3300081831_106.fna,3300081831_106,4377_1,93.97163593538485
3300078359_50.fna,3300078359_50,4377_2,88.91820917918206
3300044682_6.fna,3300044682_6,4378_0,89.01971138407177
3300066614_79.fna,3300066614_79,4379_0,76.72684273435175
3300045003_29.fna,3300045003_29,4380_0,92.12061122661042
3300079560_26.fna,3300079560_26,4381_0,90.01246546
3300057000_71.fna,3300057000_71,4382_0,63.30072488670022
3300079560_42.fna,3300079560_42,4383_0,95.23599111761783
3300061624_52.fna,3300061624_52,4384_1,74.99874098602292
3300060645_78.fna,3300060645_78,4385_1,81.84152149965287
3300078369_27.fna,3300078369_27,4385_2,70.50356488382994
3300044822_28.fna,3300044822_28,4385_3,63.57834576328143
3300079481_38.fna,3300079481_38,4386_0,55.79873687940149
3300045821_2.fna,3300045821_2,4387_1,73.67646893488138
3300050347_7.fna,3300050347_7,4388_1,89.48224593292055
3300078732_6.fna,3300078732_6,4389_0,40.849422510873595
3300048814_37.fna,3300048814_37,4390_1,95.83768315779234
3300079526_5.fna,3300079526_5,4391_0,71.61039256748671
3300079559_11.fna,3300079559_11,4392_1,71.81430816558394
3300079560_159.fna,3300079560_159,4392_2,95.03349053175837
3300063031_65.fna,3300063031_65,4393_1,67.45915658
3300080028_53.fna,3300080028_53,4394_1,97.52526639656138
3300079549_69.fna,3300079549_69,4395_0,91.78883666
3300048809_37.fna,3300048809_37,4396_1,91.08315405820846
3300048778_6.fna,3300048778_6,4397_1,95.16819511273937
3300081534_7.fna,3300081534_7,4398_0,57.895880200728335
3300050018_41.fna,3300050018_41,4399_0,88.64610872
3300081832_91.fna,3300081832_91,4400_0,46.60980535965072
3300045771_13.fna,3300045771_13,4401_1,62.60217225471967
3300048774_36.fna,3300048774_36,4402_0,44.566116956454735
3300046701_5.fna,3300046701_5,4403_0,88.81907943445646
3300049727_4.fna,3300049727_4,4404_1,58.25637026373795
3300046487_36.fna,3300046487_36,4405_1,92.32625792783168
